l_num_reflectors,l_reflector_angle,l_reflector_depth,l_start_offset,l_finish_offset,r_num_reflectors,r_reflector_angle,r_reflector_depth,r_start_offset,r_finish_offset,avg_angle,angle_diff,total_depth,avg_depth,num_total,num_diff,spacing_asym,DrumDeadT30,DrumLiveT30,DrumDiffusion,VocalT30,VocalDiffusion,experiment
9,48.64,44.48,37.41,56.47,6,41.14,16.02,81.32,50.73,44.89,7.5,60.5,30.25,15,3,49.65,179.70669512943533,,0.41268053226184825,236.04009698518126,0.44917020773081445,daring_shark-results
5,44.29,38.46,47.29,99.64,7,68.64,13.57,55.02,49.53,56.465,24.35,52.03,26.015,12,2,57.84,163.20412117691342,,0.3981203445237611,222.61553377467655,0.4481479760091382,elegant_shark-results
6,61.42,36.33,38.3,23.82,3,30.84,25.14,79.61,21.55,46.13,30.580000000000002,61.47,30.735,9,3,43.58,162.39417899526077,,0.4002288103629462,208.64850759858678,0.4459395866892658,cool_viper-results
3,21.39,39.1,51.9,13.85,9,30.83,47.64,38.04,63.84,26.11,9.439999999999998,86.74000000000001,43.370000000000005,12,6,63.85,247.45912272564638,,0.40590480363989656,244.78552354281896,0.4734460018442367,cool_wolf-results
6,62.94,45.68,48.14,93.31,9,48.59,28.71,58.25,53.85,55.765,14.349999999999994,74.39,37.195,15,3,49.57,168.46525717912073,,0.3996398443592211,219.77771999866155,0.456448581361812,lucky_gazelle-results
7,17.5,49.23,16.79,72.16,4,51.31,14.11,93.84,42.73,34.405,33.81,63.339999999999996,31.669999999999998,11,3,106.48000000000002,181.3202615047195,,0.3966813950284295,242.4341365511492,0.4368402405982481,cool_cougar-results
9,58.75,25.54,49.14,22.48,7,51.33,10.46,80.26,56.0,55.04,7.420000000000002,36.0,18.0,16,2,64.64,171.16236812337922,,0.4039750781966716,228.78498914440516,0.4581462527767618,bright_shark-results
3,13.08,44.11,74.75,51.9,4,33.05,10.11,20.38,30.22,23.064999999999998,19.97,54.22,27.11,7,1,76.05000000000001,172.96105028944046,,0.41919478139490685,238.44313523965397,0.43811502675725045,mystic_wolf-results
8,10.45,14.57,81.34,33.07,3,46.26,34.15,42.91,78.1,28.354999999999997,35.81,48.72,24.36,11,5,83.46000000000001,191.9879935605409,,0.4211349774571368,244.7048449177089,0.44484334818776766,bright_wolf-results
8,24.91,36.51,66.35,22.79,4,66.55,45.08,19.99,74.44,45.73,41.64,81.59,40.795,12,4,98.00999999999999,162.2310340664994,,0.4130878965193451,224.82845449049782,0.439344759620853,playful_kiwi-results
4,53.45,31.74,88.12,63.35,5,32.63,11.69,70.74,88.41,43.040000000000006,20.82,43.43,21.715,9,1,42.440000000000005,174.99819335123962,,0.4029233685585338,229.18429923093396,0.4552707683237104,jolly_dolphin-results
4,18.24,12.27,15.49,27.24,3,25.21,14.83,68.65,73.33,21.725,6.970000000000002,27.1,13.55,7,1,99.25,165.63428826574233,,0.40854562000297867,222.0586546927325,0.4553948874462201,vivid_whale-results
6,37.33,48.88,45.77,81.78,9,15.44,16.76,58.45,54.6,26.384999999999998,21.89,65.64,32.82,15,3,39.86,240.33470681233098,,0.4170484159443346,250.72066647518707,0.45754738967902353,brazen_shark-results
8,46.95,43.91,50.59,31.91,8,26.47,32.48,22.03,55.92,36.71,20.480000000000004,76.38999999999999,38.19499999999999,16,0,52.57000000000001,177.8543389168448,,0.40457792061213854,230.59887316245948,0.4642033776618249,radiant_hedgehog-results
10,62.89,47.85,90.06,13.85,3,17.52,30.59,24.94,51.06,40.205,45.370000000000005,78.44,39.22,13,7,102.33000000000001,190.5864484245679,,0.4198326321810368,235.30209987532916,0.4689563938197948,dazzling_owl-results
6,26.92,17.57,77.13,42.76,9,41.69,33.09,32.82,50.73,34.305,14.769999999999996,50.660000000000004,25.330000000000002,15,3,52.279999999999994,203.04485834135886,,0.4080645790500058,236.66913850090052,0.46269128016878847,radiant_ibis-results
7,49.89,16.17,50.77,81.42,5,14.68,45.79,66.71,48.48,32.285,35.21,61.96,30.98,12,2,48.879999999999995,183.49570963320525,,0.3861558034304363,231.77212011485904,0.4606580411861529,zealous_otter-results
10,52.34,32.24,73.65,76.1,6,22.56,36.26,31.02,45.85,37.45,29.780000000000005,68.5,34.25,16,4,72.88,191.0160240147165,,0.39692791050635845,240.11018979947906,0.4642441475474221,silent_panther-results
6,11.17,29.1,66.72,72.15,6,44.14,11.87,95.04,71.72,27.655,32.97,40.97,20.485,12,0,28.750000000000014,243.9736311402051,,0.4214074765618394,256.6465461809872,0.442154947429417,sturdy_owl-results
5,25.35,35.38,43.46,82.35,5,41.37,39.26,70.52,52.15,33.36,16.019999999999996,74.64,37.32,10,0,57.25999999999999,195.46578901724823,,0.4185220202774891,241.1057632956802,0.4542204752426408,jolly_hedgehog-results
7,23.04,22.86,29.0,15.97,9,54.19,16.11,37.08,77.7,38.614999999999995,31.15,38.97,19.485,16,2,69.81,185.53323053620562,,0.4130952998883883,239.34039874180002,0.45248444013284594,brazen_eagle-results
6,18.69,13.82,33.22,33.43,6,29.25,37.26,82.37,95.52,23.97,10.559999999999999,51.08,25.54,12,0,111.24000000000001,209.82337036100972,,0.4072069896417435,240.5585590547596,0.4637208636302951,dazzling_cougar-results
6,61.99,22.99,63.38,99.16,7,47.38,36.57,21.94,40.04,54.685,14.61,59.56,29.78,13,1,100.56,163.77829852216192,,0.40627203634078063,219.72983718751647,0.4550614085948345,sturdy_raven-results
4,45.46,11.21,25.0,88.16,7,66.35,49.11,60.2,13.32,55.905,20.889999999999993,60.32,30.16,11,3,110.04,159.8879644768179,,0.39447797171959964,207.16683082234806,0.4539060121700004,fiery_stag-results
3,46.08,25.84,57.23,66.71,10,44.93,26.19,50.49,42.63,45.504999999999995,1.1499999999999986,52.03,26.015,13,7,30.819999999999986,175.83811724252786,,0.4076947823615653,224.22421194812244,0.45306182009719853,gleaming_lynx-results
9,47.32,43.24,75.85,49.61,7,24.32,42.5,94.1,71.82,35.82,23.0,85.74000000000001,42.870000000000005,16,2,40.459999999999994,222.96619056383108,,0.40857040870702144,240.47951540227146,0.45993979217290215,jolly_shark-results
6,50.64,48.83,21.46,80.58,10,54.59,32.85,52.53,19.31,52.615,3.950000000000003,81.68,40.84,16,4,92.34,168.0021759546257,,0.40655103797031955,219.56229904129452,0.45582686794058663,dazzling_cheetah-results
3,44.91,43.02,64.14,89.19,5,35.41,42.23,84.75,82.33,40.16,9.5,85.25,42.625,8,2,27.47,183.85898439212812,,0.39510547977143406,227.05881034928245,0.4540952208758249,shadowy_serpent-results
4,60.73,27.58,18.17,29.14,6,69.59,33.03,57.22,25.36,65.16,8.860000000000007,60.61,30.305,10,2,42.83,158.6741533473605,,0.3965670413016045,205.759497354509,0.4494703034259137,keen_falcon-results
8,20.26,48.26,49.77,27.24,6,48.27,37.52,97.7,83.99,34.265,28.01,85.78,42.89,14,2,104.68,195.42916573867896,,0.40207237506959137,247.81045189756506,0.44116664079803747,vibrant_bison-results
7,11.9,32.06,80.32,28.01,7,46.21,19.69,49.38,47.82,29.055,34.31,51.75,25.875,14,0,50.749999999999986,197.11418525462014,,0.423913938563159,246.39661276111138,0.43788471689233455,fierce_shark-results
10,52.98,33.88,31.25,86.33,10,32.35,26.8,36.83,20.64,42.665,20.629999999999995,60.68000000000001,30.340000000000003,20,0,71.27,189.3154518099196,,0.40959742665235277,234.89657577371082,0.4590622946387768,brisk_fox-results
6,13.44,44.59,15.81,47.78,7,19.2,13.36,66.78,94.15,16.32,5.76,57.95,28.975,13,1,97.34,358.8782210198257,,0.40876730937633887,273.7536994497814,0.441790884490728,glorious_ibis-results
8,37.61,43.93,47.97,26.47,5,51.04,44.51,12.28,36.04,44.325,13.43,88.44,44.22,13,3,45.26,165.6807849481672,,0.4183566586668408,222.00725149270428,0.44496354936666527,brave_tiger-results
3,38.56,26.02,43.55,94.28,8,47.37,41.64,85.18,22.51,42.965,8.809999999999995,67.66,33.83,11,5,113.4,172.4557250491667,,0.406716137774347,226.14771835073935,0.45994489811387296,fierce_eagle-results
5,46.9,36.48,81.63,79.9,5,14.45,24.74,67.81,97.01,30.674999999999997,32.45,61.22,30.61,10,0,30.929999999999993,227.46491895862826,,0.3985504150956125,239.74191211148036,0.4569505727717371,jolly_eagle-results
5,68.87,43.19,21.29,83.07,7,39.48,29.32,44.7,52.86,54.175,29.390000000000008,72.50999999999999,36.254999999999995,12,2,53.62,158.20524495332995,,0.3970319548285982,205.54102237435117,0.44769055418299203,serene_otter-results
8,40.21,28.89,14.79,91.25,3,38.68,13.99,28.72,23.09,39.445,1.5300000000000011,42.88,21.44,11,5,82.09,161.64059484997117,,0.3966008036337396,220.79720697978462,0.44058388199948506,serene_viper-results
3,65.34,29.56,87.6,50.03,10,38.56,17.71,47.68,53.48,51.95,26.78,47.269999999999996,23.634999999999998,13,7,43.36999999999999,169.94273629677693,,0.4061949354417761,226.08644411083216,0.45163595838836335,mellow_phoenix-results
5,60.92,40.73,57.47,71.14,5,61.6,21.01,89.13,52.52,61.260000000000005,0.6799999999999997,61.739999999999995,30.869999999999997,10,0,50.279999999999994,166.12373318485598,,0.39698642013450997,220.1874630142803,0.4541060864335943,daring_monarch-results
7,40.73,29.86,69.73,12.26,6,17.58,27.28,40.73,31.01,29.154999999999998,23.15,57.14,28.57,13,1,47.75000000000001,177.283374405141,,0.40514944736894115,238.6084825849253,0.4582684195975491,frosty_griffin-results
10,40.13,15.44,20.07,24.04,10,29.31,35.21,33.05,28.02,34.72,10.820000000000004,50.65,25.325,20,0,16.959999999999997,195.42684153125325,,0.4067361728230581,231.62523382327163,0.4709771070550358,golden_gazelle-results
10,58.8,20.79,86.79,85.55,3,48.37,45.86,29.57,26.1,53.584999999999994,10.43,66.65,33.325,13,7,116.67,168.7739031781151,,0.40704747553054915,225.22691979791927,0.4536927524469842,valiant_gazelle-results
8,55.64,45.34,41.02,43.03,8,29.97,16.83,89.86,31.86,42.805,25.67,62.17,31.085,16,0,60.01,174.61753772581238,,0.402823192185662,229.9189403221281,0.4536617446098509,vivid_falcon-results
8,47.76,12.37,92.39,73.35,7,64.68,43.69,33.74,76.61,56.22,16.92000000000001,56.059999999999995,28.029999999999998,15,1,61.910000000000004,167.15751757465247,,0.4117406998708995,216.6385108289726,0.4533585417336738,mellow_wolf-results
4,30.52,29.8,92.94,82.34,9,62.44,20.9,25.45,91.36,46.48,31.919999999999998,50.7,25.35,13,5,76.50999999999999,185.29410706625683,,0.41854918544249936,234.34725815119515,0.44818094586977963,brazen_hedgehog-results
4,46.36,38.42,93.32,48.33,9,60.06,21.55,77.24,40.31,53.21,13.700000000000003,59.97,29.985,13,5,24.099999999999994,179.6245327702356,,0.4111419184516291,227.27462468614888,0.4532640995243077,frosty_jaguar-results
8,42.74,22.15,80.14,59.63,7,39.04,32.8,76.43,10.48,40.89,3.700000000000003,54.949999999999996,27.474999999999998,15,1,52.86,188.26525172254225,,0.39024785119862904,240.5145673428776,0.4547943536814246,ancient_cougar-results
8,50.71,39.36,72.38,35.86,7,41.59,36.32,49.12,92.34,46.150000000000006,9.119999999999997,75.68,37.84,15,1,79.74000000000001,176.5457603076904,,0.40839001903906,234.52321189117293,0.4543148747065816,cool_hedgehog-results
6,38.87,26.15,91.49,67.99,10,54.84,16.84,69.16,52.13,46.855000000000004,15.970000000000006,42.989999999999995,21.494999999999997,16,4,38.18999999999999,203.12223796116837,,0.41410597651189923,239.42959397627686,0.44975616832272375,frosty_heron-results
7,42.39,41.19,39.5,73.93,3,30.44,41.34,65.23,35.22,36.415,11.95,82.53,41.265,10,4,64.44000000000001,184.37106695723995,,0.4151523302621461,232.4690799457956,0.4490791029556187,cool_monarch-results
6,44.17,33.4,73.97,88.8,7,43.56,32.04,37.2,27.73,43.865,0.6099999999999994,65.44,32.72,13,1,97.83999999999999,178.54961346800235,,0.40690757116265824,230.1320461157608,0.4490657432682911,zesty_cheetah-results
4,38.82,44.67,35.31,23.22,3,50.58,39.72,67.05,96.61,44.7,11.759999999999998,84.39,42.195,7,1,105.13,172.64100226698605,,0.410637940434321,223.682202555768,0.4379495852065365,playful_jellyfish-results
7,19.16,35.48,36.64,43.34,10,27.76,24.26,63.35,52.18,23.46,8.600000000000001,59.739999999999995,29.869999999999997,17,3,35.55,293.86934058562815,,0.4055564026977412,263.623069610642,0.4518888055724012,zealous_jaguar-results
9,19.44,44.72,46.34,51.97,6,56.52,20.63,96.48,55.76,37.980000000000004,37.08,65.35,32.675,15,3,53.93,193.1648382482051,,0.427954158760227,244.56497567176274,0.4413219942995754,quick_gazelle-results
10,42.52,12.4,16.85,84.87,5,38.61,33.65,81.97,54.87,40.565,3.9100000000000037,46.05,23.025,15,5,95.12,185.38913333503126,,0.41549785916158555,234.5613453133056,0.45627638422844913,quick_badger-results
6,57.14,32.3,28.67,88.71,9,17.38,49.15,76.66,77.95,37.26,39.760000000000005,81.44999999999999,40.724999999999994,15,3,58.749999999999986,170.22207548072922,,0.3946445110546387,224.60444720232624,0.45476306899029406,zesty_heron-results
3,63.91,10.79,94.11,25.85,5,13.92,11.78,15.98,57.18,38.915,49.989999999999995,22.57,11.285,8,2,109.46,174.15233628150227,,0.3968270430696139,219.88777503400877,0.4556240618005081,crimson_bear-results
10,41.76,39.84,97.7,29.87,4,60.16,16.12,46.84,33.82,50.959999999999994,18.4,55.96000000000001,27.980000000000004,14,6,54.81,171.65817653645,,0.4196581642146152,228.50404854055586,0.45189132612216915,quick_heron-results
3,38.07,42.75,86.02,90.75,9,46.84,36.94,85.38,22.08,42.455,8.770000000000003,79.69,39.845,12,6,69.31,198.07859108945624,,0.40846891736774626,237.54685115326518,0.4625276613471043,playful_cobra-results
3,57.6,25.47,68.98,64.6,7,53.96,13.04,70.66,45.74,55.78,3.6400000000000006,38.51,19.255,10,4,20.539999999999985,164.88382375178244,,0.40615655015761026,220.45699692070514,0.4515092153587543,brazen_lynx-results
6,46.37,32.39,96.79,28.08,10,57.07,22.28,19.28,99.7,51.72,10.700000000000003,54.67,27.335,16,4,149.13,175.92825859473552,,0.40342849938348024,229.36704782228483,0.45473680381515214,golden_bear-results
8,10.85,38.3,42.05,10.39,8,65.56,17.99,39.37,49.67,38.205,54.71,56.28999999999999,28.144999999999996,16,0,41.96,192.1615093865691,,0.42066509401900093,246.32431160801866,0.44124869633562436,vibrant_wolf-results
10,64.99,46.45,40.8,34.57,6,57.18,25.76,56.18,41.57,61.084999999999994,7.809999999999995,72.21000000000001,36.105000000000004,16,4,22.380000000000003,168.2142215864593,,0.40510739505915705,227.48257241577116,0.4659371378142767,elegant_hedgehog-results
8,60.83,32.08,27.41,60.06,4,23.41,18.38,62.69,35.17,42.12,37.42,50.459999999999994,25.229999999999997,12,4,60.17,166.57870669358556,,0.4061142391581885,225.80134905942245,0.4611369518962596,crimson_serpent-results
8,30.05,43.8,66.66,44.51,6,39.25,15.07,27.23,42.72,34.65,9.2,58.87,29.435,14,2,41.21999999999999,177.13942167026966,,0.419225803429944,233.3212262846628,0.4548597830902305,brazen_kiwi-results
9,43.63,48.82,93.6,83.97,6,35.9,34.01,15.68,97.97,39.765,7.730000000000004,82.83,41.415,15,3,91.91999999999999,205.93109161694832,,0.4200596751166319,241.18361808851927,0.4519288516388906,purple_peacock-results
8,28.94,26.51,31.07,54.14,8,18.22,20.96,90.43,96.73,23.58,10.720000000000002,47.47,23.735,16,0,101.95000000000002,327.6606803540231,,0.394782277072921,265.24671544017457,0.4596680474787394,vivid_dragon-results
9,65.85,38.03,26.75,92.92,3,65.16,45.94,77.27,65.77,65.505,0.6899999999999977,83.97,41.985,12,6,77.67,164.06731945245812,,0.4066519835552673,219.6031028345375,0.46300717689290405,daring_peacock-results
5,68.09,12.17,38.16,69.28,4,58.85,48.59,89.26,72.69,63.47,9.240000000000002,60.760000000000005,30.380000000000003,9,1,54.510000000000005,162.23504535289575,,0.39978114150643657,208.75400962258502,0.44487568774964037,cool_jellyfish-results
8,32.55,40.62,91.21,98.57,4,10.97,24.94,15.79,46.91,21.759999999999998,21.58,65.56,32.78,12,4,127.07999999999998,325.59562751727583,,0.4184306914057687,266.77521319613464,0.44876198990965804,vivid_bison-results
8,31.19,12.61,76.2,51.79,8,38.07,35.51,39.32,98.13,34.63,6.879999999999999,48.12,24.06,16,0,83.22,245.7500613786273,,0.40751806875318874,239.94017864732945,0.4654947763339,serene_cheetah-results
5,25.04,19.38,88.59,61.63,7,19.19,27.16,14.62,63.05,22.115000000000002,5.849999999999998,46.54,23.27,12,2,75.38999999999999,254.7457779701197,,0.3871345443100415,253.48396169911229,0.46319801357871143,daring_hedgehog-results
3,49.63,30.33,65.13,11.45,9,55.86,22.35,14.73,15.14,52.745000000000005,6.229999999999997,52.68,26.34,12,6,54.08999999999999,163.39417831708812,,0.4043833055946967,216.99082001359852,0.4465903905575429,shadowy_bear-results
10,27.38,21.78,55.81,88.39,5,36.12,43.91,75.61,80.66,31.75,8.739999999999998,65.69,32.845,15,5,27.53,252.21727791906562,,0.4168718099528283,249.6368532409249,0.45646509399022084,zealous_wolf-results
3,22.17,25.92,12.5,55.94,3,26.71,28.8,76.89,76.92,24.44,4.539999999999999,54.72,27.36,6,0,85.37,180.94985447604887,,0.41833819567566566,235.49422446881906,0.45552424333753294,luminous_lion-results
6,17.71,30.72,96.61,30.87,7,55.95,11.48,73.9,99.07,36.83,38.24,42.2,21.1,13,1,90.90999999999998,212.07642416244775,,0.42553173884197304,249.39931963787166,0.4434297835700722,radiant_shark-results
3,37.9,11.46,21.11,57.71,8,40.84,29.97,29.22,21.93,39.370000000000005,2.940000000000005,41.43,20.715,11,5,43.89,158.09813423764487,,0.4011921694158045,210.33232822032767,0.44916644708850106,frosty_ibis-results
10,16.4,28.52,72.93,91.77,7,44.08,26.32,71.92,89.07,30.24,27.68,54.84,27.42,17,3,3.710000000000008,245.5599282332004,,0.426003580334266,244.25381549907308,0.4631900995620928,ancient_dolphin-results
10,15.1,36.96,48.9,42.45,5,18.66,37.01,51.05,97.48,16.88,3.5600000000000005,73.97,36.985,15,5,57.18,353.4925808846673,,0.3729594137125818,261.4148950254643,0.45907039622645024,gentle_ibis-results
4,52.46,47.4,40.52,98.47,8,35.36,46.42,10.17,64.86,43.91,17.1,93.82,46.91,12,4,63.96,165.47915496181426,,0.4019894880539463,213.93345093007892,0.45329717577364526,keen_wizard-results
4,10.52,10.06,67.9,30.26,9,52.54,18.82,80.34,72.61,31.53,42.019999999999996,28.880000000000003,14.440000000000001,13,5,54.78999999999999,199.3390941248561,,0.40860400748072806,241.4036644137549,0.45835547444425,jolly_jellyfish-results
9,39.47,17.32,64.82,51.94,9,57.96,41.43,48.14,74.67,48.715,18.490000000000002,58.75,29.375,18,0,39.41,187.79885865135864,,0.4083478151152947,229.4501066225791,0.46519299082935595,sturdy_cobra-results
7,40.73,21.64,43.53,13.25,8,32.72,12.39,23.85,36.75,36.724999999999994,8.009999999999998,34.03,17.015,15,1,43.18,173.17687074086464,,0.4102842234794817,223.14800917570366,0.44906442601381347,fierce_dolphin-results
4,52.21,16.88,88.27,52.06,4,48.88,11.1,32.31,17.6,50.545,3.3299999999999983,27.979999999999997,13.989999999999998,8,0,90.41999999999999,163.16704649504328,,0.3975538981681492,214.2402433343283,0.4523678131189808,sneaky_wizard-results
6,25.83,49.96,64.27,84.78,7,27.93,43.96,78.09,40.59,26.88,2.1000000000000014,93.92,46.96,13,1,58.010000000000005,256.6456268427681,,0.3962163390906249,257.18221917110765,0.4623577053028657,nimble_panther-results
6,47.07,29.27,74.48,86.24,10,48.78,42.62,27.89,22.94,47.925,1.7100000000000009,71.89,35.945,16,4,109.89,175.8896148919329,,0.40382108149287144,226.7691194713505,0.45842475957347,bright_hedgehog-results
4,39.37,15.51,10.97,13.96,10,29.93,33.29,11.42,72.35,34.65,9.439999999999998,48.8,24.4,14,6,58.83999999999999,160.21408291962754,,0.3977669823997857,207.465285749754,0.45355284883501157,brave_gazelle-results
5,44.66,43.91,65.4,60.65,10,22.56,15.89,87.35,59.65,33.61,22.099999999999998,59.8,29.9,15,5,22.94999999999999,206.5568748697764,,0.4061043271084404,239.48542472807608,0.4567379351252544,dazzling_phoenix-results
5,36.91,41.14,12.94,95.12,6,31.88,17.9,88.89,72.1,34.394999999999996,5.029999999999998,59.04,29.52,11,1,98.97000000000001,192.06140099308814,,0.41201699237661543,236.96383443909448,0.454696420829816,mystic_raven-results
9,52.28,45.68,83.6,57.66,5,29.17,31.06,41.89,77.61,40.725,23.11,76.74,38.37,14,4,61.66,189.79668010502422,,0.4120001299795426,238.5112451447984,0.45280801959034955,nimble_eagle-results
4,29.48,38.14,10.5,10.25,5,54.63,12.55,83.34,79.28,42.055,25.150000000000002,50.69,25.345,9,1,141.87,175.07654818408727,,0.41065525325831753,225.55809436173809,0.45145471185682406,swift_shark-results
3,49.0,45.13,55.64,52.74,9,40.5,33.7,22.78,97.93,44.75,8.5,78.83000000000001,39.415000000000006,12,6,78.05000000000001,176.74510139152176,,0.40479347934821286,225.78794573820355,0.45006324448164686,silent_lion-results
4,10.48,22.41,26.1,98.82,5,26.62,46.34,59.95,84.04,18.55,16.14,68.75,34.375,9,1,48.62999999999999,322.9441988176653,,0.3963842042899316,258.7403179567514,0.45574841773900693,fiery_queen-results
8,30.83,12.33,71.8,12.73,3,56.63,31.17,34.25,90.79,43.730000000000004,25.800000000000004,43.5,21.75,11,5,115.61,174.5794151980814,,0.4154195129409618,227.01812066001634,0.45278854607044516,swift_eagle-results
9,40.54,46.28,51.67,87.96,3,10.92,24.05,87.56,83.67,25.73,29.619999999999997,70.33,35.165,12,6,40.17999999999999,338.1259709853461,,0.40618316617900174,257.24546347334956,0.45297450804320355,ancient_eagle-results
3,55.54,21.67,33.79,85.26,9,66.3,15.01,45.84,87.74,60.92,10.759999999999998,36.68,18.34,12,6,14.529999999999994,169.92610024636488,,0.40093039224290256,221.11022198928407,0.4577249947767403,sneaky_queen-results
8,13.44,28.18,40.61,57.86,9,55.37,31.74,50.74,88.07,34.405,41.93,59.92,29.96,17,1,40.339999999999996,229.6529881281005,,0.41447533018567556,250.42945903097748,0.4397026942379959,mellow_cheetah-results
5,52.81,40.35,13.55,81.03,6,52.0,33.1,54.07,77.05,52.405,0.8100000000000023,73.45,36.725,11,1,44.5,165.24578296536134,,0.39833798679960575,217.15015583861384,0.4508448904657711,stormy_badger-results
9,32.88,41.74,63.22,31.61,5,50.42,45.49,96.17,60.1,41.650000000000006,17.54,87.23,43.615,14,4,61.440000000000005,189.02217315276522,,0.41575547126729373,239.7393488106401,0.4509597524473059,valiant_griffin-results
3,45.68,11.92,95.81,51.01,9,69.67,19.88,46.3,37.76,57.675,23.990000000000002,31.799999999999997,15.899999999999999,12,6,62.760000000000005,170.3373132067439,,0.40462199402066545,216.46507246659618,0.45728767498616907,mystic_queen-results
3,13.83,32.41,68.62,97.81,5,31.62,32.74,67.3,87.43,22.725,17.79,65.15,32.575,8,2,11.700000000000003,315.5822539356736,,0.411270987054518,261.8480128868232,0.4476858567605694,ancient_phoenix-results
9,69.67,41.37,37.52,50.58,10,26.95,20.7,54.41,66.03,48.31,42.72,62.06999999999999,31.034999999999997,19,1,32.339999999999996,180.4114117388565,,0.3938320691355536,224.05267957362986,0.4606306825225557,gentle_jellyfish-results
8,35.26,39.29,26.44,20.17,6,55.68,48.31,84.63,82.13,45.47,20.42,87.6,43.8,14,2,120.14999999999999,176.66723508378112,,0.4143261703010992,229.9419742923564,0.4557054249552286,purple_fox-results
10,26.8,24.47,88.22,14.82,8,13.5,32.32,34.93,25.11,20.15,13.3,56.79,28.395,18,2,63.58,351.49230261681254,,0.39977144550319,264.7424911263248,0.45521301671080666,cool_tiger-results
6,27.4,17.2,11.42,97.29,9,52.83,38.36,82.71,10.22,40.114999999999995,25.43,55.56,27.78,15,3,158.36,183.02883724916362,,0.4146521467707578,231.17575291920195,0.4606770750123523,stormy_heron-results
4,14.35,11.91,58.62,95.62,6,10.7,42.88,37.33,28.44,12.524999999999999,3.6500000000000004,54.790000000000006,27.395000000000003,10,2,88.47,348.0361930334789,,0.3921443533060376,256.8173941568455,0.4585230258397376,fierce_phoenix-results
3,62.25,43.39,94.26,85.04,4,11.43,24.92,81.7,42.87,36.84,50.82,68.31,34.155,7,1,54.73000000000001,202.99355044765406,,0.3953401482191512,233.94392805633234,0.4556919066566671,ancient_whale-results
7,35.21,43.18,78.86,65.32,9,39.86,41.44,41.19,71.61,37.535,4.649999999999999,84.62,42.31,16,2,43.96000000000001,195.11997137354203,,0.41257323842645105,240.07158343732718,0.4546435191961007,gentle_bear-results
8,11.32,12.43,84.56,56.3,10,43.74,36.54,29.2,43.69,27.53,32.42,48.97,24.485,18,2,67.97,245.34541554782527,,0.412065983612674,249.7081716949857,0.4556829556476727,bright_monarch-results
10,25.94,24.93,95.61,33.45,6,38.73,46.65,85.21,55.75,32.335,12.789999999999996,71.58,35.79,16,4,32.7,241.2969326328006,,0.4071861056232029,243.7550779281887,0.4723757172399624,gentle_tiger-results
3,13.09,23.34,45.13,30.39,5,55.55,25.23,66.2,14.22,34.32,42.459999999999994,48.57,24.285,8,2,37.24,178.48394940979892,,0.41966595238508686,232.33588468708896,0.449019447940757,dazzling_badger-results
5,10.79,19.04,94.64,59.23,5,34.56,22.0,13.31,96.26,22.675,23.770000000000003,41.04,20.52,10,0,118.36000000000001,216.36556930700044,,0.423108325683898,251.1350174431039,0.44536908753186577,swift_whale-results
4,43.91,32.07,68.84,17.21,6,29.84,40.77,42.04,45.56,36.875,14.069999999999997,72.84,36.42,10,2,55.150000000000006,173.82273505064938,,0.40223420353590134,223.1492656801683,0.4562940037576329,dazzling_wolf-results
4,13.7,17.61,78.26,89.14,8,22.85,14.4,23.74,19.69,18.275,9.150000000000002,32.01,16.005,12,4,123.97000000000001,266.9303451605736,,0.4140808467131054,259.42440896940667,0.44906912630152346,sturdy_cougar-results
8,42.37,22.42,89.46,48.08,4,17.05,22.56,35.28,18.7,29.71,25.319999999999997,44.980000000000004,22.490000000000002,12,4,83.55999999999999,203.17344411777293,,0.4105535203354462,242.94632563659826,0.4582805865615937,swift_cheetah-results
7,56.68,43.1,69.39,87.85,8,35.63,27.47,71.79,73.55,46.155,21.049999999999997,70.57,35.285,15,1,16.700000000000003,182.84472151189362,,0.40610792078728003,230.38475208256688,0.45435188432479356,zealous_tiger-results
7,10.1,39.08,48.38,70.77,3,67.77,29.69,43.14,18.81,38.934999999999995,57.669999999999995,68.77,34.385,10,4,57.199999999999996,169.5534083501254,,0.4153471599895914,233.35900381484237,0.4412225122558071,elegant_monarch-results
4,48.56,24.39,88.34,30.67,3,18.59,45.14,18.48,97.58,33.575,29.970000000000002,69.53,34.765,7,1,136.76999999999998,176.76418173091957,,0.401744098579851,221.74408807092755,0.45820790322883215,sturdy_dolphin-results
9,22.04,25.18,67.27,90.51,5,52.9,48.97,73.69,98.28,37.47,30.86,74.15,37.075,14,4,14.189999999999998,201.33931060659108,,0.4221236026762494,240.84255203804884,0.4570846949692793,bold_lion-results
10,58.91,42.35,82.6,42.28,9,26.92,24.56,23.39,79.07,42.915,31.989999999999995,66.91,33.455,19,1,95.99999999999999,198.97879859981202,,0.407511833655943,237.48484244998076,0.4637726849299428,dazzling_dolphin-results
6,63.13,33.44,87.05,26.03,4,15.16,18.0,61.2,51.9,39.145,47.97,51.44,25.72,10,2,51.71999999999999,175.28034813911754,,0.40638116386808665,222.6723176171314,0.4520875958418858,stormy_peacock-results
10,66.43,27.84,91.14,86.24,3,19.28,12.56,66.73,12.58,42.855000000000004,47.150000000000006,40.4,20.2,13,7,98.07,175.74207324261073,,0.40843131258595444,233.09945070456487,0.4549310279423262,vibrant_eagle-results
