l_num_reflectors,l_reflector_angle,l_reflector_depth,l_start_offset,l_finish_offset,r_num_reflectors,r_reflector_angle,r_reflector_depth,r_start_offset,r_finish_offset,avg_angle,angle_diff,total_depth,avg_depth,num_total,num_diff,spacing_asym,DrumDeadT30,DrumLiveT30,DrumDiffusion,VocalT30,VocalDiffusion,experiment
8,62.16,43.93,92.65,85.58,4,55.9,11.1,15.02,91.9,59.03,6.259999999999998,55.03,27.515,12,4,83.95000000000002,169.37915793264654,,0.4086732216549967,226.70721571141905,0.4482840750014523,silent_jaguar-results
9,26.63,14.16,74.33,46.95,4,48.95,44.95,54.81,59.57,37.79,22.320000000000004,59.11,29.555,13,5,32.13999999999999,185.68694185894225,,0.4173752460062505,233.5946956715269,0.4536690915670261,brave_otter-results
7,50.71,31.2,56.19,77.65,10,35.34,18.73,70.35,25.43,43.025000000000006,15.369999999999997,49.93,24.965,17,3,66.38,178.84704223400664,,0.39258519186793944,231.90394148228762,0.4517055039686206,purple_kiwi-results
8,32.39,15.79,86.1,88.38,6,38.54,41.43,69.27,14.52,35.465,6.149999999999999,57.22,28.61,14,2,90.69,213.1123643716194,,0.41174424431718304,242.81456166360445,0.45865643832411945,nimble_ibis-results
4,15.42,10.2,37.81,74.89,8,13.59,30.83,17.88,76.48,14.504999999999999,1.83,41.03,20.515,12,4,21.520000000000007,224.9249212586732,,0.39777377581857754,238.7127067119097,0.4651282165408619,brazen_bison-results
8,30.61,31.38,85.47,73.17,10,24.6,47.79,36.93,97.09,27.605,6.009999999999998,79.17,39.585,18,2,72.46000000000001,298.70864259329824,,0.4157126111515874,250.169562876852,0.48020076228829894,serene_tiger-results
8,69.87,14.34,82.31,17.19,4,58.12,10.39,64.1,18.63,63.995000000000005,11.750000000000007,24.73,12.365,12,4,19.650000000000006,165.97956353134484,,0.3953016418277122,218.11458289026402,0.4591087334241541,ancient_badger-results
9,11.35,17.18,80.78,41.83,4,21.17,34.53,71.27,21.87,16.26,9.820000000000002,51.71,25.855,13,5,29.470000000000002,362.14592476003486,,0.39369028687881247,271.65341963343667,0.45082729375400515,fiery_jaguar-results
6,68.08,49.36,42.96,76.42,6,59.35,16.73,82.73,63.11,63.715,8.729999999999997,66.09,33.045,12,0,53.080000000000005,163.29371759004502,,0.4005977589987913,211.71274752796768,0.4586370348502816,gleaming_queen-results
5,16.69,46.65,80.6,54.09,7,69.99,40.69,93.52,54.54,43.339999999999996,53.3,87.34,43.67,12,2,13.369999999999997,179.66963561102293,,0.3973639416796392,233.26446384614172,0.4408606392821599,zealous_peacock-results
4,21.18,15.29,14.51,11.66,9,11.66,18.79,82.98,82.05,16.42,9.52,34.08,17.04,13,5,138.86,192.70804230342674,,0.40467268073941987,229.69120608666302,0.4667410725826165,fiery_monarch-results
10,29.24,26.61,96.7,68.98,8,16.86,13.78,58.58,36.01,23.049999999999997,12.379999999999999,40.39,20.195,18,2,71.09,354.4682024207916,,0.4192946976047718,268.5630799002304,0.4548567759574741,crimson_ibis-results
7,29.45,43.44,38.61,73.48,9,16.89,49.39,38.26,86.08,23.17,12.559999999999999,92.83,46.415,16,2,12.949999999999996,241.51749916694854,,0.4026631249254681,254.90560730029745,0.4519503539748284,brave_panther-results
8,55.07,32.35,23.91,37.08,3,61.72,38.51,71.96,43.05,58.394999999999996,6.649999999999999,70.86,35.43,11,5,54.019999999999996,163.9487146991276,,0.4048557611670987,218.7237075794484,0.4502084200483827,brazen_stag-results
10,10.81,37.24,41.06,46.56,9,37.98,15.41,91.95,10.99,24.395,27.169999999999995,52.650000000000006,26.325000000000003,19,1,86.46000000000001,304.82920317547695,,0.42089423427776895,266.4383133502742,0.44253402870424574,glorious_heron-results
10,18.5,36.63,79.47,97.62,5,40.33,17.12,49.68,42.81,29.415,21.83,53.75,26.875,15,5,84.6,194.2030385285396,,0.4269498148848133,237.91777713091471,0.45889040080023663,shadowy_ibis-results
5,63.21,36.53,94.39,80.21,3,20.44,13.41,81.19,33.87,41.825,42.769999999999996,49.94,24.97,8,2,59.54,171.65647730463897,,0.40361303179443364,221.22206746869668,0.45197217773215764,vivid_fox-results
9,19.51,31.37,36.47,49.93,5,39.16,26.25,92.13,97.75,29.335,19.649999999999995,57.620000000000005,28.810000000000002,14,4,103.47999999999999,251.12013305249707,,0.42345587202525575,255.36914803368583,0.454977554107856,vivid_phoenix-results
5,57.8,39.66,86.63,85.97,7,10.05,26.21,48.56,45.69,33.925,47.75,65.87,32.935,12,2,78.35,192.3687134162363,,0.4008282133929606,237.07109445929524,0.45535558956517463,ancient_hedgehog-results
7,26.77,20.75,52.37,66.08,3,58.04,10.53,56.16,24.89,42.405,31.27,31.28,15.64,10,4,44.98,169.94603940623128,,0.4077972610546266,224.52603391568834,0.4461070875537132,valiant_bear-results
